player_name,Season,round_number,fantasy_points,CBAs,total_CBAs,CBA_percentage,TOG,kick_ins,kicks,handballs,disposals,marks,tackles,contestedMarks,uncontestedMarks,goals,behinds,hitouts,contestedPossessions,uncontestedPossessions,freesFor,freesAgainst,clangers,turnovers,rebound50s,inside50s,hitoutWinPercentage,disposalEfficiency,kick_efficiency,ruck_contests_attended,team,total_kick_ins,opposition_team,venue,start_time,temperature,conditions,kick_in_percentage,position,dob,height,weight,fantasy_defender_status,fantasy_midfield_status,fantasy_ruck_status,fantasy_forward_status,games_played
Jaeger O'Meara,2022,Round 4,74,25,36,69.44,74,0,9,11,20,3,4,0,3,1,0,0,11,10,0,2,4,4,1,3,0,75,77.8,0,Hawthorn,10,St Kilda,MCG,2022-04-10T15:20:00,27,MOSTLY_SUNNY,0,MIDFIELDER,1994-02-23,184,83,FALSE,TRUE,FALSE,FALSE,15
Jaeger O'Meara,2022,Round 5,49,12,29,41.38,80,0,7,8,15,3,1,0,3,1,1,0,11,5,1,3,6,5,0,2,0,60,57.1,0,Hawthorn,14,Geelong Cats,MCG,2022-04-18T15:20:00,19,RAIN,0,MIDFIELDER,1994-02-23,184,83,FALSE,TRUE,FALSE,FALSE,15
Jaeger O'Meara,2022,Round 6,93,20,30,66.67,83,0,11,9,20,3,10,0,3,0,0,0,12,8,2,3,6,3,3,6,0,75,63.6,0,Hawthorn,13,Sydney Swans,University of Tasmania Stadium,2022-04-25T12:30:00,20,OVERCAST,0,MIDFIELDER,1994-02-23,184,83,FALSE,TRUE,FALSE,FALSE,15
Jaeger O'Meara,2022,Round 7,92,13,28,46.43,72,0,12,12,24,2,5,0,2,1,2,0,13,11,1,1,2,4,0,5,0,58.3,50,0,Hawthorn,13,Melbourne,MCG,2022-04-30T16:35:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1994-02-23,184,83,FALSE,TRUE,FALSE,FALSE,15
Jaeger O'Meara,2022,Round 8,111,14,31,45.16,88,0,17,11,28,5,6,0,5,0,2,0,11,17,3,2,6,6,2,6,0,67.9,58.8,0,Hawthorn,12,Essendon,Marvel Stadium,2022-05-07T19:25:00,15,RAIN,0,MIDFIELDER,1994-02-23,184,83,FALSE,TRUE,FALSE,FALSE,15
Jaeger O'Meara,2022,Round 9,76,19,35,54.29,86,0,8,11,19,3,4,1,2,1,1,0,12,8,1,1,3,4,0,2,0,68.4,50,0,Hawthorn,15,Richmond,MCG,2022-05-14T13:45:00,20,RAIN,0,MIDFIELDER,1994-02-23,184,83,FALSE,TRUE,FALSE,FALSE,15
Jaeger O'Meara,2022,Round 10,65,21,39,53.85,77,0,11,7,18,0,5,0,0,0,0,0,11,7,1,1,1,3,1,2,0,66.7,54.5,0,Hawthorn,10,Brisbane Lions,University of Tasmania Stadium,2022-05-22T15:20:00,15,MOSTLY_SUNNY,0,MIDFIELDER,1994-02-23,184,83,FALSE,TRUE,FALSE,FALSE,15
Jaeger O'Meara,2022,Round 12,84,17,24,70.83,77,0,10,8,18,1,10,1,0,0,0,0,10,7,1,2,5,6,0,4,0,55.6,20,0,Hawthorn,12,Collingwood,MCG,2022-06-05T14:10:00,13,RAIN,0,MIDFIELDER,1994-02-23,184,83,FALSE,TRUE,FALSE,FALSE,15
Jaeger O'Meara,2022,Round 13,134,21,30,70,75,0,17,13,30,7,7,0,7,1,0,0,13,16,2,0,0,6,1,6,0,76.7,76.5,1,Hawthorn,11,Fremantle,Optus Stadium,2022-06-11T14:10:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1994-02-23,184,83,FALSE,TRUE,FALSE,FALSE,15
Jaeger O'Meara,2022,Round 15,75,18,35,51.43,75,0,9,12,21,5,3,0,5,0,0,0,11,12,0,1,4,2,1,5,0,57.1,44.4,0,Hawthorn,11,Western Bulldogs,Marvel Stadium,2022-06-24T19:00:00,16,RAIN,0,MIDFIELDER,1994-02-23,184,83,FALSE,TRUE,FALSE,FALSE,15
Jaeger O'Meara,2022,Round 16,95,18,22,81.82,84,0,15,11,26,2,7,0,2,0,0,0,12,10,0,2,6,6,3,5,0,50,33.3,0,Hawthorn,6,GWS Giants,GIANTS Stadium,2022-07-03T15:20:00,15,RAIN,0,MIDFIELDER,1994-02-23,184,83,FALSE,TRUE,FALSE,FALSE,15
Jaeger O'Meara,2022,Round 17,90,17,25,68,73,0,12,8,20,4,5,0,4,1,0,0,9,12,3,1,3,6,0,7,0,60,41.7,0,Hawthorn,6,Adelaide Crows,Marvel Stadium,2022-07-10T15:20:00,15,MOSTLY_SUNNY,0,MIDFIELDER,1994-02-23,184,83,FALSE,TRUE,FALSE,FALSE,15
Jai Newcombe,2022,Round 1,79,10,23,43.48,83,0,13,5,18,6,3,1,5,1,1,0,8,11,2,3,5,4,1,4,0,77.8,84.6,0,Hawthorn,10,North Melbourne,MCG,2022-03-20T13:10:00,24,MOSTLY_SUNNY,0,MIDFIELDER,2001-08-02,186,89,FALSE,TRUE,FALSE,FALSE,16
Jai Newcombe,2022,Round 2,58,10,30,33.33,81,0,8,7,15,1,4,0,1,1,0,0,5,10,1,2,3,4,1,2,0,66.7,37.5,0,Hawthorn,14,Port Adelaide,Adelaide Oval,2022-03-26T19:10:00,18,MOSTLY_SUNNY,0,MIDFIELDER,2001-08-02,186,89,FALSE,TRUE,FALSE,FALSE,16
Jai Newcombe,2022,Round 3,90,11,26,42.31,82,0,12,5,17,6,6,0,6,0,0,0,5,13,2,0,2,6,2,5,0,76.5,83.3,0,Hawthorn,8,Carlton,MCG,2022-04-03T13:10:00,19,RAIN,0,MIDFIELDER,2001-08-02,186,89,FALSE,TRUE,FALSE,FALSE,16
Jai Newcombe,2022,Round 4,82,26,36,72.22,81,0,15,8,23,5,3,0,5,0,2,0,6,17,1,3,7,10,1,4,0,47.8,33.3,0,Hawthorn,10,St Kilda,MCG,2022-04-10T15:20:00,27,MOSTLY_SUNNY,0,MIDFIELDER,2001-08-02,186,89,FALSE,TRUE,FALSE,FALSE,16
Jai Newcombe,2022,Round 5,113,21,29,72.41,84,0,19,12,31,7,3,0,7,0,0,0,9,23,2,1,8,8,3,6,0,61.3,57.9,0,Hawthorn,14,Geelong Cats,MCG,2022-04-18T15:20:00,19,RAIN,0,MIDFIELDER,2001-08-02,186,89,FALSE,TRUE,FALSE,FALSE,16
Jai Newcombe,2022,Round 6,92,22,30,73.33,82,0,13,10,23,3,6,0,3,0,0,0,9,15,3,1,7,3,1,6,0,65.2,69.2,0,Hawthorn,13,Sydney Swans,University of Tasmania Stadium,2022-04-25T12:30:00,20,OVERCAST,0,MIDFIELDER,2001-08-02,186,89,FALSE,TRUE,FALSE,FALSE,16
Jai Newcombe,2022,Round 7,80,22,28,78.57,77,0,14,7,21,7,3,0,7,0,0,0,6,18,0,3,6,5,3,4,0,66.7,64.3,0,Hawthorn,13,Melbourne,MCG,2022-04-30T16:35:00,18,MOSTLY_SUNNY,0,MIDFIELDER,2001-08-02,186,89,FALSE,TRUE,FALSE,FALSE,16
Jai Newcombe,2022,Round 8,105,25,31,80.65,83,0,10,18,28,8,4,0,8,0,0,0,11,17,2,1,1,1,3,3,0,75,70,0,Hawthorn,12,Essendon,Marvel Stadium,2022-05-07T19:25:00,15,RAIN,0,MIDFIELDER,2001-08-02,186,89,FALSE,TRUE,FALSE,FALSE,16
Jai Newcombe,2022,Round 9,76,25,35,71.43,79,0,15,7,22,2,4,0,2,0,0,0,7,16,1,2,7,8,7,3,0,59.1,40,0,Hawthorn,15,Richmond,MCG,2022-05-14T13:45:00,20,RAIN,0,MIDFIELDER,2001-08-02,186,89,FALSE,TRUE,FALSE,FALSE,16
Jai Newcombe,2022,Round 10,118,27,39,69.23,85,0,19,8,27,6,6,1,5,1,0,0,14,15,3,2,4,5,2,6,0,70.4,63.2,0,Hawthorn,10,Brisbane Lions,University of Tasmania Stadium,2022-05-22T15:20:00,15,MOSTLY_SUNNY,0,MIDFIELDER,2001-08-02,186,89,FALSE,TRUE,FALSE,FALSE,16
Jai Newcombe,2022,Round 11,63,18,29,62.07,82,0,6,6,12,3,7,1,2,0,0,0,3,9,2,2,4,3,2,3,0,83.3,66.7,0,Hawthorn,13,Gold Coast Suns,TIO Stadium,2022-05-28T19:10:00,18,MOSTLY_SUNNY,0,MIDFIELDER,2001-08-02,186,89,FALSE,TRUE,FALSE,FALSE,16
Jai Newcombe,2022,Round 12,105,19,24,79.17,88,0,12,11,23,2,12,0,2,0,1,0,13,11,1,3,10,6,3,2,0,60.9,50,0,Hawthorn,12,Collingwood,MCG,2022-06-05T14:10:00,13,RAIN,0,MIDFIELDER,2001-08-02,186,89,FALSE,TRUE,FALSE,FALSE,16
Jai Newcombe,2022,Round 13,76,19,30,63.33,79,0,9,10,19,1,7,0,1,0,0,0,7,13,1,1,6,6,1,6,0,68.4,55.6,0,Hawthorn,11,Fremantle,Optus Stadium,2022-06-11T14:10:00,18,MOSTLY_SUNNY,0,MIDFIELDER,2001-08-02,186,89,FALSE,TRUE,FALSE,FALSE,16
Jai Newcombe,2022,Round 15,81,22,35,62.86,79,0,8,11,19,5,4,1,4,1,0,0,5,13,1,1,4,5,3,3,0,73.7,62.5,0,Hawthorn,11,Western Bulldogs,Marvel Stadium,2022-06-24T19:00:00,16,RAIN,0,MIDFIELDER,2001-08-02,186,89,FALSE,TRUE,FALSE,FALSE,16
Jai Newcombe,2022,Round 16,80,11,22,50,77,0,14,8,22,2,5,0,2,0,1,0,13,10,1,2,5,7,4,6,0,45.5,42.9,0,Hawthorn,6,GWS Giants,GIANTS Stadium,2022-07-03T15:20:00,15,RAIN,0,MIDFIELDER,2001-08-02,186,89,FALSE,TRUE,FALSE,FALSE,16
Jai Newcombe,2022,Round 17,76,16,25,64,72,0,11,14,25,3,2,0,3,0,0,0,13,11,1,1,6,0,2,6,0,72,54.5,0,Hawthorn,6,Adelaide Crows,Marvel Stadium,2022-07-10T15:20:00,15,MOSTLY_SUNNY,0,MIDFIELDER,2001-08-02,186,89,FALSE,TRUE,FALSE,FALSE,16
Jaidyn Stephenson,2022,Round 1,53,0,23,0,83,0,6,5,11,4,4,0,4,0,0,0,2,10,0,1,5,3,2,2,0,72.7,50,0,North Melbourne,12,Hawthorn,MCG,2022-03-20T13:10:00,24,MOSTLY_SUNNY,0,MIDFIELDER_FORWARD,1999-01-15,188,75,FALSE,TRUE,FALSE,TRUE,11
Jaidyn Stephenson,2022,Round 3,73,12,34,35.29,87,0,12,10,22,3,2,0,3,0,0,0,11,11,0,0,1,6,1,6,0,63.6,41.7,0,North Melbourne,18,Brisbane Lions,Gabba,2022-04-02T19:00:00,18,MOSTLY_SUNNY,0,MIDFIELDER_FORWARD,1999-01-15,188,75,FALSE,TRUE,FALSE,TRUE,11
Jaidyn Stephenson,2022,Round 4,122,10,29,34.48,77,0,16,8,24,7,8,0,7,0,1,0,8,16,4,0,0,4,2,3,0,70.8,68.8,0,North Melbourne,8,Sydney Swans,SCG,2022-04-09T14:40:00,24,RAIN,0,MIDFIELDER_FORWARD,1999-01-15,188,75,FALSE,TRUE,FALSE,TRUE,11
Jaidyn Stephenson,2022,Round 5,63,5,36,13.89,78,0,13,2,15,2,3,0,2,1,0,0,6,10,2,2,5,11,1,7,0,46.7,53.8,0,North Melbourne,13,Western Bulldogs,Marvel Stadium,2022-04-15T16:20:00,24,MOSTLY_SUNNY,0,MIDFIELDER_FORWARD,1999-01-15,188,75,FALSE,TRUE,FALSE,TRUE,11
Jaidyn Stephenson,2022,Round 7,63,2,31,6.45,73,0,13,2,15,4,2,0,4,0,0,0,3,13,0,0,3,4,3,3,0,53.3,46.2,0,North Melbourne,12,Carlton,Marvel Stadium,2022-04-30T19:25:00,18,MOSTLY_SUNNY,0,MIDFIELDER_FORWARD,1999-01-15,188,75,FALSE,TRUE,FALSE,TRUE,11
Jaidyn Stephenson,2022,Round 8,47,0,22,0,69,3,8,6,14,1,2,0,1,0,0,0,4,7,0,0,2,1,3,0,0,71.4,50,0,North Melbourne,12,Fremantle,Optus Stadium,2022-05-06T18:40:00,18,MOSTLY_SUNNY,25,MIDFIELDER_FORWARD,1999-01-15,188,75,FALSE,TRUE,FALSE,TRUE,11
Jaidyn Stephenson,2022,Round 9,71,11,27,40.74,83,0,10,7,17,3,4,0,3,0,2,0,5,10,0,0,4,4,0,2,0,52.9,20,0,North Melbourne,13,Port Adelaide,Blundstone Arena,2022-05-14T14:10:00,19,RAIN,0,MIDFIELDER_FORWARD,1999-01-15,188,75,FALSE,TRUE,FALSE,TRUE,11
Jaidyn Stephenson,2022,Round 13,14,0,26,0,83,0,2,3,5,1,1,0,1,0,1,0,2,3,0,2,2,2,0,0,0,60,50,0,North Melbourne,12,GWS Giants,Marvel Stadium,2022-06-12T15:20:00,13,RAIN,0,MIDFIELDER_FORWARD,1999-01-15,188,75,FALSE,TRUE,FALSE,TRUE,11
Jaidyn Stephenson,2022,Round 15,69,0,29,0,78,0,10,4,14,5,4,0,5,0,0,0,2,12,0,0,4,5,3,2,0,50,30,0,North Melbourne,13,Adelaide Crows,Blundstone Arena,2022-06-26T13:10:00,11,RAIN,0,MIDFIELDER_FORWARD,1999-01-15,188,75,FALSE,TRUE,FALSE,TRUE,11
Jaidyn Stephenson,2022,Round 16,97,0,30,0,75,8,19,6,25,8,1,0,8,0,0,0,1,16,0,0,3,4,9,0,0,84,78.9,0,North Melbourne,18,Geelong Cats,GMHBA Stadium,2022-07-02T19:25:00,13,OVERCAST,44.44,MIDFIELDER_FORWARD,1999-01-15,188,75,FALSE,TRUE,FALSE,TRUE,11
Jaidyn Stephenson,2022,Round 17,34,0,29,0,60,2,10,2,12,2,0,0,2,0,0,0,2,10,0,2,3,4,4,1,0,75,70,0,North Melbourne,10,Collingwood,MCG,2022-07-09T13:45:00,13,RAIN,20,MIDFIELDER_FORWARD,1999-01-15,188,75,FALSE,TRUE,FALSE,TRUE,11
Jake Aarts,2022,Round 1,59,1,29,3.45,81,0,7,8,15,3,3,0,3,1,1,0,8,8,3,3,5,5,3,0,0,66.7,57.1,0,Richmond,17,Carlton,MCG,2022-03-17T19:25:00,29,RAIN,0,MEDIUM_FORWARD,1994-12-08,177,76,FALSE,TRUE,FALSE,TRUE,6
Jake Aarts,2022,Round 2,10,2,30,6.67,15,0,0,5,5,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,100,0,0,Richmond,13,GWS Giants,MCG,2022-03-27T15:20:00,28,SUNNY,0,MEDIUM_FORWARD,1994-12-08,177,76,FALSE,TRUE,FALSE,TRUE,6
Jake Aarts,2022,Round 3,26,1,35,2.86,36,1,3,4,7,1,2,0,1,0,0,0,2,5,1,1,1,3,0,1,0,85.7,66.7,0,Richmond,9,St Kilda,Marvel Stadium,2022-04-03T15:20:00,19,RAIN,11.11,MEDIUM_FORWARD,1994-12-08,177,76,FALSE,TRUE,FALSE,TRUE,6
Jake Aarts,2022,Round 5,10,3,31,9.68,9,0,2,2,4,0,0,0,0,0,0,0,1,3,0,0,0,1,0,2,0,50,0,0,Richmond,11,Adelaide Crows,Adelaide Oval,2022-04-16T16:05:00,18,MOSTLY_SUNNY,0,MEDIUM_FORWARD,1994-12-08,177,76,FALSE,TRUE,FALSE,TRUE,6
Jake Aarts,2022,Round 10,15,0,22,0,29,0,2,2,4,0,2,0,0,0,0,0,2,1,0,1,1,2,0,1,0,50,50,1,Richmond,6,Essendon,MCG,2022-05-21T19:30:00,15,OVERCAST,0,MEDIUM_FORWARD,1994-12-08,177,76,FALSE,TRUE,FALSE,TRUE,6
Jake Aarts,2022,Round 17,71,0,31,0,83,0,6,7,13,2,7,0,2,1,1,0,10,3,1,1,3,4,0,2,0,61.5,16.7,0,Richmond,10,Gold Coast Suns,Metricon Stadium,2022-07-09T16:35:00,18,SUNNY,0,MEDIUM_FORWARD,1994-12-08,177,76,FALSE,TRUE,FALSE,TRUE,6
Jake Bowey,2022,Round 1,38,0,29,0,73,1,8,1,9,2,0,0,2,1,0,0,3,6,0,0,1,2,2,1,0,88.9,87.5,0,Melbourne,5,Western Bulldogs,MCG,2022-03-16T19:10:00,27,RAIN,20,MEDIUM_DEFENDER,2002-09-12,176,72,TRUE,FALSE,FALSE,FALSE,16
Jake Bowey,2022,Round 2,125,0,26,0,72,0,24,10,34,9,1,1,8,0,0,0,18,16,2,0,2,3,7,2,0,79.4,75,0,Melbourne,9,Gold Coast Suns,Metricon Stadium,2022-03-26T19:00:00,18,MOSTLY_SUNNY,0,MEDIUM_DEFENDER,2002-09-12,176,72,TRUE,FALSE,FALSE,FALSE,16
Jake Bowey,2022,Round 3,78,0,28,0,82,0,13,5,18,7,3,0,7,0,0,0,7,12,2,2,3,4,2,2,0,83.3,84.6,0,Melbourne,10,Essendon,MCG,2022-04-01T19:20:00,20,MOSTLY_SUNNY,0,MEDIUM_DEFENDER,2002-09-12,176,72,TRUE,FALSE,FALSE,FALSE,16
Jake Bowey,2022,Round 4,42,0,18,0,80,0,4,7,11,1,3,0,1,0,0,0,3,9,1,0,3,2,0,2,0,81.8,75,0,Melbourne,12,Port Adelaide,Adelaide Oval,2022-04-07T19:10:00,18,MOSTLY_SUNNY,0,MEDIUM_DEFENDER,2002-09-12,176,72,TRUE,FALSE,FALSE,FALSE,16
Jake Bowey,2022,Round 5,74,0,30,0,81,0,11,10,21,3,1,0,3,1,0,0,5,18,2,0,2,4,3,3,0,90.5,81.8,0,Melbourne,11,GWS Giants,MCG,2022-04-16T19:25:00,27,SUNNY,0,MEDIUM_DEFENDER,2002-09-12,176,72,TRUE,FALSE,FALSE,FALSE,16
Jake Bowey,2022,Round 6,92,0,21,0,80,0,13,10,23,8,2,0,8,0,0,0,8,15,1,0,2,4,4,3,0,87,76.9,0,Melbourne,6,Richmond,MCG,2022-04-24T19:25:00,19,MOSTLY_SUNNY,0,MEDIUM_DEFENDER,2002-09-12,176,72,TRUE,FALSE,FALSE,FALSE,16
Jake Bowey,2022,Round 7,69,0,28,0,75,1,13,8,21,4,1,0,4,0,0,0,7,13,1,1,5,7,3,2,0,76.2,69.2,0,Melbourne,15,Hawthorn,MCG,2022-04-30T16:35:00,18,MOSTLY_SUNNY,6.67,MEDIUM_DEFENDER,2002-09-12,176,72,TRUE,FALSE,FALSE,FALSE,16
Jake Bowey,2022,Round 8,52,0,26,0,79,1,8,6,14,5,0,0,5,0,0,0,3,11,1,0,0,3,2,2,0,78.6,62.5,0,Melbourne,7,St Kilda,MCG,2022-05-08T13:10:00,16,RAIN,14.29,MEDIUM_DEFENDER,2002-09-12,176,72,TRUE,FALSE,FALSE,FALSE,16
Jake Bowey,2022,Round 9,55,0,25,0,83,0,11,6,17,1,1,0,1,0,0,0,9,9,3,0,1,2,5,3,0,76.5,63.6,0,Melbourne,8,West Coast Eagles,Optus Stadium,2022-05-15T15:20:00,18,MOSTLY_SUNNY,0,MEDIUM_DEFENDER,2002-09-12,176,72,TRUE,FALSE,FALSE,FALSE,16
Jake Bowey,2022,Round 10,41,0,26,0,78,0,8,4,12,4,0,0,4,0,0,0,4,8,0,1,2,1,0,0,0,83.3,75,0,Melbourne,5,North Melbourne,Marvel Stadium,2022-05-21T16:35:00,15,OVERCAST,0,MEDIUM_DEFENDER,2002-09-12,176,72,TRUE,FALSE,FALSE,FALSE,16
Jake Bowey,2022,Round 11,87,0,25,0,79,4,14,10,24,7,1,0,7,0,0,0,4,16,0,0,3,4,3,2,0,66.7,57.1,0,Melbourne,10,Fremantle,MCG,2022-05-28T16:35:00,15,MOSTLY_SUNNY,40,MEDIUM_DEFENDER,2002-09-12,176,72,TRUE,FALSE,FALSE,FALSE,16
Jake Bowey,2022,Round 12,60,0,23,0,69,3,11,3,14,3,3,0,3,0,0,0,3,8,3,1,2,3,2,1,0,78.6,72.7,0,Melbourne,13,Sydney Swans,MCG,2022-06-04T19:25:00,15,RAIN,23.08,MEDIUM_DEFENDER,2002-09-12,176,72,TRUE,FALSE,FALSE,FALSE,16
Jake Bowey,2022,Round 13,62,0,24,0,74,0,11,8,19,4,0,0,4,0,0,0,6,12,1,0,2,9,5,2,0,84.2,90.9,0,Melbourne,10,Collingwood,MCG,2022-06-13T15:20:00,13,RAIN,0,MEDIUM_DEFENDER,2002-09-12,176,72,TRUE,FALSE,FALSE,FALSE,16
Jake Bowey,2022,Round 15,45,0,27,0,69,0,6,5,11,3,2,0,3,0,0,0,4,7,0,0,0,1,0,1,0,81.8,66.7,0,Melbourne,11,Brisbane Lions,MCG,2022-06-23T19:20:00,17,MOSTLY_SUNNY,0,MEDIUM_DEFENDER,2002-09-12,176,72,TRUE,FALSE,FALSE,FALSE,16
Jake Bowey,2022,Round 16,61,0,28,0,70,0,10,5,15,3,3,1,2,0,0,0,5,10,0,0,1,3,3,2,0,86.7,80,0,Melbourne,5,Adelaide Crows,Adelaide Oval,2022-07-02T16:05:00,18,MOSTLY_SUNNY,0,MEDIUM_DEFENDER,2002-09-12,176,72,TRUE,FALSE,FALSE,FALSE,16
Jake Bowey,2022,Round 17,40,0,25,0,65,0,4,6,10,1,4,0,1,0,0,0,6,5,0,1,2,3,1,0,0,60,50,0,Melbourne,19,Geelong Cats,GMHBA Stadium,2022-07-07T19:20:00,14,RAIN,0,MEDIUM_DEFENDER,2002-09-12,176,72,TRUE,FALSE,FALSE,FALSE,16
Jake Florenca,2022,Round 8,83,9,24,37.5,65,0,9,10,19,3,7,0,3,0,0,0,13,7,2,1,4,3,4,0,0,57.9,66.7,0,West Coast Eagles,9,Brisbane Lions,Gabba,2022-05-07T19:25:00,24,RAIN,0,MIDFIELDER,1997-05-15,184,86,FALSE,TRUE,FALSE,TRUE,2
Jake Florenca,2022,Round 8,83,9,24,37.5,65,0,9,10,19,3,7,0,3,0,0,0,13,7,2,1,4,3,4,0,0,57.9,66.7,0,West Coast Eagles,9,Brisbane Lions,Gabba,2022-05-07T19:25:00,24,RAIN,0,MIDFIELDER,1997-05-15,184,86,FALSE,TRUE,FALSE,FALSE,2
Jake Kelly,2022,Round 1,49,0,35,0,95,0,8,5,13,4,2,0,4,0,0,0,3,10,1,2,4,1,1,1,0,92.3,87.5,0,Essendon,18,Geelong Cats,MCG,2022-03-19T14:10:00,29,MOSTLY_SUNNY,0,MEDIUM_DEFENDER,1995-01-21,190,91,TRUE,FALSE,FALSE,FALSE,15
Jake Kelly,2022,Round 2,66,0,29,0,88,0,11,3,14,6,2,3,3,0,0,0,8,6,1,0,3,3,4,1,0,71.4,63.6,0,Essendon,7,Brisbane Lions,Marvel Stadium,2022-03-26T16:35:00,24,MOSTLY_SUNNY,0,MEDIUM_DEFENDER,1995-01-21,190,91,TRUE,FALSE,FALSE,FALSE,15
Jake Kelly,2022,Round 3,34,0,28,0,100,0,8,2,10,5,0,0,5,0,0,0,1,8,0,3,4,2,5,0,0,70,62.5,0,Essendon,15,Melbourne,MCG,2022-04-01T19:20:00,20,MOSTLY_SUNNY,0,MEDIUM_DEFENDER,1995-01-21,190,91,TRUE,FALSE,FALSE,FALSE,15
Jake Kelly,2022,Round 4,55,0,34,0,100,0,9,1,10,8,1,3,5,0,0,0,4,6,1,1,3,2,1,0,0,80,77.8,0,Essendon,9,Adelaide Crows,Marvel Stadium,2022-04-10T13:10:00,27,MOSTLY_SUNNY,0,MEDIUM_DEFENDER,1995-01-21,190,91,TRUE,FALSE,FALSE,FALSE,15
Jake Kelly,2022,Round 5,102,0,28,0,100,1,19,7,26,9,1,1,8,0,0,0,5,17,0,0,2,7,8,0,0,73.1,78.9,0,Essendon,11,Fremantle,Marvel Stadium,2022-04-17T16:40:00,28,MOSTLY_SUNNY,9.09,MEDIUM_DEFENDER,1995-01-21,190,91,TRUE,FALSE,FALSE,FALSE,15
Jake Kelly,2022,Round 6,36,0,31,0,100,0,5,5,10,5,1,1,4,0,0,0,4,7,1,3,3,2,0,0,0,90,100,0,Essendon,3,Collingwood,MCG,2022-04-25T15:20:00,21,MOSTLY_SUNNY,0,MEDIUM_DEFENDER,1995-01-21,190,91,TRUE,FALSE,FALSE,FALSE,15
Jake Kelly,2022,Round 7,56,0,30,0,97,0,9,6,15,5,1,0,5,0,0,0,2,13,1,1,1,2,2,1,0,93.3,100,0,Essendon,7,Western Bulldogs,Marvel Stadium,2022-05-01T15:20:00,20,MOSTLY_SUNNY,0,MEDIUM_DEFENDER,1995-01-21,190,91,TRUE,FALSE,FALSE,FALSE,15
Jake Kelly,2022,Round 9,31,0,24,0,83,0,3,6,9,4,1,1,3,0,0,0,3,7,0,2,2,2,2,0,0,88.9,100,0,Essendon,21,Sydney Swans,SCG,2022-05-14T19:25:00,26,MOSTLY_SUNNY,0,MEDIUM_DEFENDER,1995-01-21,190,91,TRUE,FALSE,FALSE,FALSE,15
Jake Kelly,2022,Round 10,59,0,22,0,95,0,9,4,13,7,2,0,7,0,0,0,3,10,1,2,3,4,4,0,0,92.3,88.9,0,Essendon,14,Richmond,MCG,2022-05-21T19:30:00,15,OVERCAST,0,MEDIUM_DEFENDER,1995-01-21,190,91,TRUE,FALSE,FALSE,FALSE,15
Jake Kelly,2022,Round 11,43,0,19,0,100,0,6,6,12,4,1,0,4,0,0,0,1,11,0,1,2,3,2,2,0,91.7,100,0,Essendon,12,Port Adelaide,Adelaide Oval,2022-05-29T16:10:00,18,MOSTLY_SUNNY,0,MEDIUM_DEFENDER,1995-01-21,190,91,TRUE,FALSE,FALSE,FALSE,15
Jake Kelly,2022,Round 13,60,0,23,0,95,0,9,5,14,6,2,1,5,0,0,0,3,8,0,1,3,4,6,1,0,71.4,77.8,0,Essendon,8,Carlton,MCG,2022-06-10T19:50:00,14,RAIN,0,MEDIUM_DEFENDER,1995-01-21,190,91,TRUE,FALSE,FALSE,FALSE,15
Jake Kelly,2022,Round 14,72,0,30,0,95,0,8,9,17,8,1,0,8,0,0,0,6,11,2,0,2,4,1,1,0,94.1,87.5,0,Essendon,6,St Kilda,Marvel Stadium,2022-06-17T19:50:00,15,RAIN,0,MEDIUM_DEFENDER,1995-01-21,190,91,TRUE,FALSE,FALSE,FALSE,15
Jake Kelly,2022,Round 15,98,0,34,0,94,1,15,6,21,12,2,0,12,0,0,0,3,18,0,1,1,0,1,3,0,95.2,93.3,0,Essendon,11,West Coast Eagles,Optus Stadium,2022-06-24T18:40:00,18,MOSTLY_SUNNY,9.09,MEDIUM_DEFENDER,1995-01-21,190,91,TRUE,FALSE,FALSE,FALSE,15
Jake Kelly,2022,Round 16,99,0,31,0,84,0,16,4,20,13,1,0,13,1,0,0,0,18,0,2,3,2,5,3,0,100,100,0,Essendon,14,Sydney Swans,MCG,2022-07-02T13:45:00,13,MOSTLY_SUNNY,0,MEDIUM_DEFENDER,1995-01-21,190,91,TRUE,FALSE,FALSE,FALSE,15
Jake Kelly,2022,Round 17,49,0,32,0,95,0,8,3,11,4,3,0,4,0,0,0,3,11,1,2,3,2,0,0,0,81.8,75,0,Essendon,12,Brisbane Lions,Gabba,2022-07-10T13:10:00,20,MOSTLY_SUNNY,0,MEDIUM_DEFENDER,1995-01-21,190,91,TRUE,FALSE,FALSE,FALSE,15
Jake Kolodjashnij,2022,Round 1,47,0,35,0,89,0,5,7,12,4,2,0,4,0,0,0,2,9,1,1,1,1,1,0,0,91.7,100,0,Geelong Cats,6,Essendon,MCG,2022-03-19T14:10:00,29,MOSTLY_SUNNY,0,KEY_DEFENDER,1995-08-09,193,96,TRUE,FALSE,FALSE,FALSE,14
Jake Kolodjashnij,2022,Round 2,55,0,31,0,95,0,8,6,14,4,1,0,4,1,0,0,4,10,0,1,5,6,3,1,0,64.3,62.5,0,Geelong Cats,5,Sydney Swans,SCG,2022-03-25T19:50:00,23,RAIN,0,KEY_DEFENDER,1995-08-09,193,96,TRUE,FALSE,FALSE,FALSE,14
