player_name,Season,round_number,fantasy_points,CBAs,total_CBAs,CBA_percentage,TOG,kick_ins,kicks,handballs,disposals,marks,tackles,contestedMarks,uncontestedMarks,goals,behinds,hitouts,contestedPossessions,uncontestedPossessions,freesFor,freesAgainst,clangers,turnovers,disposalEfficiency,kick_efficiency,ruck_contests_attended,team,total_kick_ins,opposition_team,venue,start_time,temperature,conditions,kick_in_percentage,position,dob,height,weight,fantasy_defender_status,fantasy_midfield_status,fantasy_ruck_status,fantasy_forward_status,games_played
Jack Steele,2021,Round 1,80,24,28,85.71,87,0,13,7,20,0,9,0,0,0,1,0,11,8,2,4,7,3,65,61.5,0,St Kilda,12,GWS Giants,GIANTS Stadium,2021-03-21T15:20:00,22,RAIN,0,MIDFIELDER,1995-12-13,187,88,FALSE,TRUE,FALSE,FALSE,22
Jack Steele,2021,Round 2,112,19,27,70.37,81,0,13,12,25,4,6,1,3,3,1,0,14,12,0,2,6,2,64,46.2,0,St Kilda,19,Melbourne,Marvel Stadium,2021-03-27T19:25:00,20,RAIN,0,MIDFIELDER,1995-12-13,187,88,FALSE,TRUE,FALSE,FALSE,22
Jack Steele,2021,Round 3,125,27,35,77.14,83,0,18,17,35,5,4,0,5,1,1,0,15,20,2,1,4,6,65.7,55.6,0,St Kilda,11,Essendon,Marvel Stadium,2021-04-03T16:35:00,32,SUNNY,0,MIDFIELDER,1995-12-13,187,88,FALSE,TRUE,FALSE,FALSE,22
Jack Steele,2021,Round 4,121,27,32,84.38,88,0,15,18,33,5,6,0,5,1,0,0,17,19,1,2,4,4,72.7,80,0,St Kilda,4,West Coast Eagles,Marvel Stadium,2021-04-10T16:35:00,18,RAIN,0,MIDFIELDER,1995-12-13,187,88,FALSE,TRUE,FALSE,FALSE,22
Jack Steele,2021,Round 5,115,25,31,80.65,85,0,9,17,26,7,9,0,7,0,0,0,9,17,0,1,4,5,73.1,66.7,0,St Kilda,14,Richmond,Marvel Stadium,2021-04-15T19:20:00,20,RAIN,0,MIDFIELDER,1995-12-13,187,88,FALSE,TRUE,FALSE,FALSE,22
Jack Steele,2021,Round 6,106,18,23,78.26,87,0,13,14,27,3,7,0,3,0,0,0,11,16,2,0,3,3,74.1,61.5,0,St Kilda,9,Port Adelaide,Adelaide Oval,2021-04-25T18:10:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1995-12-13,187,88,FALSE,TRUE,FALSE,FALSE,22
Jack Steele,2021,Round 7,89,23,32,71.88,80,0,10,17,27,2,5,0,2,0,0,0,15,12,2,1,3,3,70.4,60,0,St Kilda,5,Hawthorn,Marvel Stadium,2021-05-01T16:35:00,24,MOSTLY_SUNNY,0,MIDFIELDER,1995-12-13,187,88,FALSE,TRUE,FALSE,FALSE,22
Jack Steele,2021,Round 8,138,14,19,73.68,87,0,18,10,28,7,8,0,7,2,1,0,11,15,1,1,6,5,53.6,55.6,0,St Kilda,12,Gold Coast Suns,Metricon Stadium,2021-05-08T13:45:00,26,MOSTLY_SUNNY,0,MIDFIELDER,1995-12-13,187,88,FALSE,TRUE,FALSE,FALSE,22
Jack Steele,2021,Round 9,117,17,19,89.47,83,0,14,9,23,3,11,0,3,1,0,0,13,10,1,1,5,3,60.9,50,0,St Kilda,8,Geelong Cats,Marvel Stadium,2021-05-14T19:50:00,14,RAIN,0,MIDFIELDER,1995-12-13,187,88,FALSE,TRUE,FALSE,FALSE,22
Jack Steele,2021,Round 10,84,27,30,90,81,0,7,18,25,3,5,0,3,0,0,0,14,12,1,1,5,6,72,71.4,0,St Kilda,18,Western Bulldogs,Marvel Stadium,2021-05-22T19:25:00,19,SUNNY,0,MIDFIELDER,1995-12-13,187,88,FALSE,TRUE,FALSE,FALSE,22
Jack Steele,2021,Round 11,118,20,26,76.92,82,0,11,13,24,4,12,2,2,0,0,0,15,10,2,1,1,5,70.8,63.6,0,St Kilda,8,North Melbourne,Marvel Stadium,2021-05-29T16:35:00,14,MOSTLY_SUNNY,0,MIDFIELDER,1995-12-13,187,88,FALSE,TRUE,FALSE,FALSE,22
Jack Steele,2021,Round 12,141,25,29,86.21,84,0,18,13,31,5,10,0,5,1,0,0,16,15,3,1,4,6,80.6,72.2,0,St Kilda,14,Sydney Swans,SCG,2021-06-05T13:45:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1995-12-13,187,88,FALSE,TRUE,FALSE,FALSE,22
Jack Steele,2021,Round 13,133,18,21,85.71,87,0,20,14,34,4,12,0,4,0,0,0,19,14,3,6,8,7,61.8,45,0,St Kilda,12,Adelaide Crows,Cazalys Stadium,2021-06-12T19:25:00,28,OVERCAST,0,MIDFIELDER,1995-12-13,187,88,FALSE,TRUE,FALSE,FALSE,22
Jack Steele,2021,Round 15,114,13,15,86.67,85,0,13,12,25,4,9,0,4,0,0,0,13,10,3,0,1,5,80,76.9,0,St Kilda,10,Richmond,MCG,2021-06-25T19:50:00,13,RAIN,0,MIDFIELDER,1995-12-13,187,88,FALSE,TRUE,FALSE,FALSE,22
Jack Steele,2021,Round 16,157,20,22,90.91,87,0,16,20,36,5,14,0,5,0,0,0,15,18,1,1,4,6,66.7,56.3,0,St Kilda,13,Collingwood,MCG,2021-07-04T15:20:00,13,RAIN,0,MIDFIELDER,1995-12-13,187,88,FALSE,TRUE,FALSE,FALSE,22
Jack Steele,2021,Round 17,138,21,26,80.77,88,0,13,19,32,6,7,0,6,2,1,0,12,20,2,0,0,1,90.6,84.6,0,St Kilda,15,Brisbane Lions,Metricon Stadium,2021-07-10T19:25:00,21,SUNNY,0,MIDFIELDER,1995-12-13,187,88,FALSE,TRUE,FALSE,FALSE,22
Jack Steele,2021,Round 18,149,17,22,77.27,86,0,15,22,37,8,7,1,7,1,0,0,13,20,2,0,1,6,73,66.7,0,St Kilda,14,Port Adelaide,Marvel Stadium,2021-07-17T13:45:00,13,RAIN,0,MIDFIELDER,1995-12-13,187,88,FALSE,TRUE,FALSE,FALSE,22
Jack Steele,2021,Round 19,106,25,31,80.65,85,0,11,7,18,5,13,0,5,0,0,0,10,12,1,3,4,3,77.8,72.7,0,St Kilda,10,West Coast Eagles,Optus Stadium,2021-07-24T14:35:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1995-12-13,187,88,FALSE,TRUE,FALSE,FALSE,22
Jack Steele,2021,Round 20,162,26,34,76.47,85,0,20,16,36,5,14,1,4,0,1,0,19,18,4,2,4,4,69.4,50,0,St Kilda,4,Carlton,Marvel Stadium,2021-07-30T19:50:00,15,MOSTLY_SUNNY,0,MIDFIELDER,1995-12-13,187,88,FALSE,TRUE,FALSE,FALSE,22
Jack Steele,2021,Round 21,139,23,28,82.14,88,0,15,19,34,6,7,0,6,1,1,0,14,20,3,0,1,3,79.4,66.7,0,St Kilda,4,Sydney Swans,Marvel Stadium,2021-08-07T19:40:00,15,RAIN,0,MIDFIELDER,1995-12-13,187,88,FALSE,TRUE,FALSE,FALSE,22
Jack Steele,2021,Round 22,103,24,28,85.71,79,0,12,18,30,5,5,1,4,0,0,0,12,16,2,2,4,6,73.3,66.7,0,St Kilda,7,Geelong Cats,GMHBA Stadium,2021-08-14T16:35:00,17,MOSTLY_SUNNY,0,MIDFIELDER,1995-12-13,187,88,FALSE,TRUE,FALSE,FALSE,22
Jack Steele,2021,Round 23,134,25,27,92.59,92,0,17,19,36,7,6,0,7,0,1,0,17,19,5,2,8,8,58.3,47.1,0,St Kilda,13,Fremantle,Blundstone Arena,2021-08-22T12:15:00,18,RAIN,0,MIDFIELDER,1995-12-13,187,88,FALSE,TRUE,FALSE,FALSE,22
Jack Viney,2021,Round 2,63,16,27,59.26,66,0,5,8,13,0,5,0,0,2,0,0,9,6,3,1,1,2,84.6,100,0,Melbourne,7,St Kilda,Marvel Stadium,2021-03-27T19:25:00,20,RAIN,0,MIDFIELDER,1994-04-13,179,86,FALSE,TRUE,FALSE,FALSE,12
Jack Viney,2021,Round 3,104,19,30,63.33,73,0,12,12,24,3,8,0,3,0,1,0,14,9,2,0,3,7,54.2,41.7,0,Melbourne,2,GWS Giants,Manuka Oval,2021-04-04T18:10:00,28,SUNNY,0,MIDFIELDER,1994-04-13,179,86,FALSE,TRUE,FALSE,FALSE,12
Jack Viney,2021,Round 4,123,18,25,72,82,0,13,11,24,3,12,0,3,0,2,0,16,8,3,0,2,4,50,23.1,0,Melbourne,6,Geelong Cats,MCG,2021-04-11T15:20:00,15,RAIN,0,MIDFIELDER,1994-04-13,179,86,FALSE,TRUE,FALSE,FALSE,12
Jack Viney,2021,Round 5,72,21,27,77.78,79,0,11,9,20,3,3,0,3,0,0,0,9,10,0,0,4,5,50,45.5,0,Melbourne,6,Hawthorn,MCG,2021-04-18T15:20:00,19,OVERCAST,0,MIDFIELDER,1994-04-13,179,86,FALSE,TRUE,FALSE,FALSE,12
Jack Viney,2021,Round 6,94,10,22,45.45,79,0,6,20,26,3,7,0,3,0,0,0,10,17,2,1,1,5,69.2,33.3,0,Melbourne,12,Richmond,MCG,2021-04-24T19:25:00,18,RAIN,0,MIDFIELDER,1994-04-13,179,86,FALSE,TRUE,FALSE,FALSE,12
Jack Viney,2021,Round 15,73,14,21,66.67,74,0,10,7,17,4,4,0,4,0,0,0,8,10,1,0,4,5,64.7,60,0,Melbourne,9,Essendon,MCG,2021-06-26T19:25:00,13,RAIN,0,MIDFIELDER,1994-04-13,179,86,FALSE,TRUE,FALSE,FALSE,12
Jack Viney,2021,Round 16,77,10,20,50,77,0,10,6,16,3,7,0,3,0,1,0,6,10,0,1,6,3,62.5,40,0,Melbourne,10,GWS Giants,MCG,2021-07-03T13:45:00,11,RAIN,0,MIDFIELDER,1994-04-13,179,86,FALSE,TRUE,FALSE,FALSE,12
Jack Viney,2021,Round 17,81,20,24,83.33,89,0,8,10,18,0,10,0,0,0,0,0,8,9,0,1,5,5,44.4,12.5,0,Melbourne,7,Port Adelaide,Adelaide Oval,2021-07-08T19:10:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1994-04-13,179,86,FALSE,TRUE,FALSE,FALSE,12
Jack Viney,2021,Round 18,121,22,27,81.48,78,0,14,18,32,1,11,0,1,0,0,0,17,14,5,3,9,8,62.5,42.9,0,Melbourne,7,Hawthorn,MCG,2021-07-17T19:25:00,13,RAIN,0,MIDFIELDER,1994-04-13,179,86,FALSE,TRUE,FALSE,FALSE,12
Jack Viney,2021,Round 19,94,16,26,61.54,78,0,13,6,19,3,9,0,3,1,1,0,7,11,0,3,5,3,68.4,61.5,0,Melbourne,7,Western Bulldogs,MCG,2021-07-24T19:25:00,13,RAIN,0,MIDFIELDER,1994-04-13,179,86,FALSE,TRUE,FALSE,FALSE,12
Jack Viney,2021,Round 20,64,17,26,65.38,78,0,9,13,22,3,4,0,3,0,1,0,15,10,0,5,8,7,54.5,44.4,0,Melbourne,6,Gold Coast Suns,Marvel Stadium,2021-08-01T12:10:00,15,RAIN,0,MIDFIELDER,1994-04-13,179,86,FALSE,TRUE,FALSE,FALSE,12
Jack Viney,2021,Round 23,92,18,28,64.29,73,0,8,9,17,2,9,0,2,1,1,0,5,12,1,0,3,3,58.8,50,0,Melbourne,5,Geelong Cats,GMHBA Stadium,2021-08-21T19:25:00,19,MOSTLY_SUNNY,0,MIDFIELDER,1994-04-13,179,86,FALSE,TRUE,FALSE,FALSE,12
Jack Ziebell,2021,Round 1,95,0,30,0,83,10,19,6,25,4,3,0,4,0,0,0,6,9,2,0,2,5,92,94.7,0,North Melbourne,15,Port Adelaide,Marvel Stadium,2021-03-21T13:10:00,23,RAIN,66.67,MEDIUM_FORWARD,1991-02-28,188,89,TRUE,FALSE,FALSE,TRUE,21
Jack Ziebell,2021,Round 2,82,0,23,0,76,7,18,4,22,6,1,0,6,0,0,0,6,9,1,1,5,7,63.6,61.1,0,North Melbourne,14,Gold Coast Suns,Metricon Stadium,2021-03-27T19:10:00,18,MOSTLY_SUNNY,50,MEDIUM_FORWARD,1991-02-28,188,89,TRUE,FALSE,FALSE,TRUE,21
Jack Ziebell,2021,Round 3,139,0,34,0,88,10,27,6,33,11,4,1,10,0,0,0,5,18,0,1,1,4,93.9,96.3,0,North Melbourne,17,Western Bulldogs,Marvel Stadium,2021-04-02T16:20:00,29,SUNNY,58.82,MEDIUM_FORWARD,1991-02-28,188,89,TRUE,FALSE,FALSE,TRUE,21
Jack Ziebell,2021,Round 4,89,0,30,0,93,5,20,5,25,7,1,1,6,0,0,0,7,13,0,2,5,5,80,80,0,North Melbourne,13,Adelaide Crows,Marvel Stadium,2021-04-11T13:10:00,15,RAIN,38.46,MEDIUM_FORWARD,1991-02-28,188,89,TRUE,FALSE,FALSE,TRUE,21
Jack Ziebell,2021,Round 5,140,0,21,0,85,14,33,5,38,9,1,0,9,0,0,0,4,20,0,0,2,11,78.9,78.8,0,North Melbourne,17,Geelong Cats,GMHBA Stadium,2021-04-18T16:40:00,21,MOSTLY_SUNNY,82.35,MEDIUM_FORWARD,1991-02-28,188,89,TRUE,FALSE,FALSE,TRUE,21
Jack Ziebell,2021,Round 6,170,0,24,0,76,9,32,5,37,14,5,1,13,0,0,0,6,24,2,0,2,9,91.9,93.8,0,North Melbourne,15,Fremantle,Optus Stadium,2021-04-24T18:15:00,18,MOSTLY_SUNNY,60,MEDIUM_FORWARD,1991-02-28,188,89,TRUE,FALSE,FALSE,TRUE,21
Jack Ziebell,2021,Round 7,100,0,31,0,94,5,19,4,23,9,2,2,7,0,0,0,5,13,0,0,5,2,87,89.5,0,North Melbourne,7,Melbourne,Blundstone Arena,2021-05-02T13:10:00,21,MOSTLY_SUNNY,71.43,MEDIUM_FORWARD,1991-02-28,188,89,TRUE,FALSE,FALSE,TRUE,21
Jack Ziebell,2021,Round 8,95,0,29,0,87,5,20,10,30,7,0,1,6,0,0,0,8,17,0,2,5,9,80,80,0,North Melbourne,10,Collingwood,Marvel Stadium,2021-05-08T16:35:00,20,RAIN,50,MEDIUM_FORWARD,1991-02-28,188,89,TRUE,FALSE,FALSE,TRUE,21
Jack Ziebell,2021,Round 9,86,0,29,0,85,6,17,2,19,6,3,1,5,0,0,0,3,11,1,0,2,1,84.2,88.2,0,North Melbourne,8,Hawthorn,University of Tasmania Stadium,2021-05-15T14:10:00,13,MOSTLY_SUNNY,75,MEDIUM_FORWARD,1991-02-28,188,89,TRUE,FALSE,FALSE,TRUE,21
Jack Ziebell,2021,Round 10,104,0,36,0,80,6,19,5,24,12,0,1,11,0,0,0,3,16,1,0,0,1,91.7,89.5,0,North Melbourne,9,Essendon,Marvel Stadium,2021-05-23T16:40:00,20,MOSTLY_SUNNY,66.67,MEDIUM_FORWARD,1991-02-28,188,89,TRUE,FALSE,FALSE,TRUE,21
Jack Ziebell,2021,Round 11,99,0,26,0,83,7,22,1,23,7,0,0,7,2,0,0,2,13,1,1,3,2,91.3,90.9,0,North Melbourne,16,St Kilda,Marvel Stadium,2021-05-29T16:35:00,14,MOSTLY_SUNNY,43.75,MEDIUM_FORWARD,1991-02-28,188,89,TRUE,FALSE,FALSE,TRUE,21
Jack Ziebell,2021,Round 13,91,0,32,0,85,4,17,9,26,6,1,1,5,0,0,0,5,17,0,0,2,5,80.8,76.5,0,North Melbourne,10,GWS Giants,Blundstone Arena,2021-06-13T15:20:00,15,RAIN,40,MEDIUM_FORWARD,1991-02-28,188,89,TRUE,FALSE,FALSE,TRUE,21
Jack Ziebell,2021,Round 14,124,0,19,0,87,8,26,6,32,5,4,0,5,0,0,0,8,13,3,0,2,11,71.9,76.9,0,North Melbourne,14,Brisbane Lions,Blundstone Arena,2021-06-19T16:35:00,13,RAIN,57.14,MEDIUM_FORWARD,1991-02-28,188,89,TRUE,FALSE,FALSE,TRUE,21
Jack Ziebell,2021,Round 15,78,0,22,0,89,6,15,4,19,4,3,0,4,0,0,0,4,9,1,0,0,4,78.9,73.3,0,North Melbourne,9,Gold Coast Suns,Blundstone Arena,2021-06-26T13:45:00,12,RAIN,66.67,MEDIUM_FORWARD,1991-02-28,188,89,TRUE,FALSE,FALSE,TRUE,21
Jack Ziebell,2021,Round 16,107,0,31,0,86,8,21,7,28,7,2,0,7,0,0,0,8,12,1,0,4,6,78.6,85.7,0,North Melbourne,12,Western Bulldogs,Marvel Stadium,2021-07-04T16:40:00,13,RAIN,66.67,MEDIUM_FORWARD,1991-02-28,188,89,TRUE,FALSE,FALSE,TRUE,21
Jack Ziebell,2021,Round 17,100,0,22,0,83,7,22,5,27,6,1,1,5,0,0,0,5,15,2,0,3,3,85.2,90.9,0,North Melbourne,12,West Coast Eagles,Optus Stadium,2021-07-12T17:40:00,18,MOSTLY_SUNNY,58.33,MEDIUM_FORWARD,1991-02-28,188,89,TRUE,FALSE,FALSE,TRUE,21
Jack Ziebell,2021,Round 18,76,0,28,0,89,8,19,0,19,7,0,1,6,0,0,0,5,9,1,1,1,2,94.7,94.7,0,North Melbourne,14,Essendon,Metricon Stadium,2021-07-18T12:35:00,20,SUNNY,57.14,MEDIUM_FORWARD,1991-02-28,188,89,TRUE,FALSE,FALSE,TRUE,21
Jack Ziebell,2021,Round 19,82,0,33,0,85,8,17,3,20,5,4,1,4,0,0,0,3,8,0,2,3,3,90,88.2,0,North Melbourne,11,Carlton,Marvel Stadium,2021-07-24T13:45:00,13,RAIN,72.73,MEDIUM_FORWARD,1991-02-28,188,89,TRUE,FALSE,FALSE,TRUE,21
Jack Ziebell,2021,Round 20,85,0,18,0,84,6,15,5,20,7,3,1,6,0,0,0,4,12,0,1,2,3,90,86.7,0,North Melbourne,14,Geelong Cats,Blundstone Arena,2021-07-31T13:15:00,16,RAIN,42.86,MEDIUM_FORWARD,1991-02-28,188,89,TRUE,FALSE,FALSE,TRUE,21
Jack Ziebell,2021,Round 21,98,0,25,0,79,4,16,7,23,9,2,1,8,0,0,0,5,14,1,0,4,4,73.9,81.3,0,North Melbourne,11,Richmond,MCG,2021-08-07T16:35:00,15,RAIN,36.36,MEDIUM_FORWARD,1991-02-28,188,89,TRUE,FALSE,FALSE,TRUE,21
Jack Ziebell,2021,Round 22,58,0,29,0,79,3,12,5,17,7,0,1,6,0,0,0,5,9,0,3,5,4,64.7,66.7,0,North Melbourne,13,Sydney Swans,Marvel Stadium,2021-08-14T19:40:00,18,MOSTLY_SUNNY,23.08,MEDIUM_FORWARD,1991-02-28,188,89,TRUE,FALSE,FALSE,TRUE,21
Jackson Hately,2021,Round 6,75,19,35,54.29,65,0,8,9,17,3,6,0,3,0,0,0,3,13,0,0,3,6,64.7,50,0,Adelaide Crows,12,Hawthorn,University of Tasmania Stadium,2021-04-25T12:30:00,18,MOSTLY_SUNNY,0,MIDFIELDER,2000-10-21,191,85,FALSE,TRUE,FALSE,FALSE,3
Jackson Hately,2021,Round 7,54,5,23,21.74,70,0,6,5,11,3,5,0,3,0,0,0,5,7,0,1,3,5,72.7,50,0,Adelaide Crows,16,GWS Giants,Adelaide Oval,2021-05-01T13:40:00,18,MOSTLY_SUNNY,0,MIDFIELDER,2000-10-21,191,85,FALSE,TRUE,FALSE,FALSE,3
Jackson Hately,2021,Round 16,28,0,29,0,39,0,4,3,7,1,1,0,1,0,2,0,2,5,1,0,2,2,28.6,25,0,Adelaide Crows,9,Brisbane Lions,Adelaide Oval,2021-07-03T16:05:00,18,MOSTLY_SUNNY,0,MIDFIELDER,2000-10-21,191,85,FALSE,TRUE,FALSE,FALSE,3
Jackson Nelson,2021,Round 1,71,0,24,0,85,3,14,5,19,5,1,0,5,0,0,0,5,11,0,0,1,1,94.7,92.9,0,West Coast Eagles,10,Gold Coast Suns,Optus Stadium,2021-03-21T15:10:00,18,MOSTLY_SUNNY,30,MIDFIELDER,1996-03-15,189,86,TRUE,TRUE,FALSE,FALSE,19
Jackson Nelson,2021,Round 2,52,13,32,40.62,83,2,7,3,10,4,3,0,4,0,0,0,1,7,1,0,1,1,90,85.7,0,West Coast Eagles,16,Western Bulldogs,Marvel Stadium,2021-03-28T15:20:00,20,MOSTLY_SUNNY,12.5,MIDFIELDER,1996-03-15,189,86,TRUE,TRUE,FALSE,FALSE,19
Jackson Nelson,2021,Round 3,101,0,31,0,84,0,21,4,25,10,0,1,9,0,0,0,4,21,0,0,3,3,76,71.4,0,West Coast Eagles,5,Port Adelaide,Optus Stadium,2021-04-03T17:10:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1996-03-15,189,86,TRUE,TRUE,FALSE,FALSE,19
Jackson Nelson,2021,Round 4,68,0,32,0,81,3,14,2,16,6,1,0,6,0,0,0,4,11,0,0,3,4,75,71.4,0,West Coast Eagles,12,St Kilda,Marvel Stadium,2021-04-10T16:35:00,18,RAIN,25,MIDFIELDER,1996-03-15,189,86,TRUE,TRUE,FALSE,FALSE,19
Jackson Nelson,2021,Round 5,49,0,31,0,83,0,8,3,11,2,3,0,2,0,1,0,5,5,0,0,0,1,81.8,75,0,West Coast Eagles,10,Collingwood,Optus Stadium,2021-04-16T18:10:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1996-03-15,189,86,TRUE,TRUE,FALSE,FALSE,19
Jackson Nelson,2021,Round 6,38,0,30,0,89,3,9,4,13,2,0,0,2,0,0,0,4,6,0,1,3,2,53.8,44.4,0,West Coast Eagles,10,Geelong Cats,GMHBA Stadium,2021-04-24T13:45:00,19,RAIN,30,MIDFIELDER,1996-03-15,189,86,TRUE,TRUE,FALSE,FALSE,19
Jackson Nelson,2021,Round 7,48,0,35,0,84,2,10,1,11,5,0,0,5,0,0,0,2,9,1,0,1,2,90.9,90,0,West Coast Eagles,7,Fremantle,Optus Stadium,2021-05-02T14:40:00,18,MOSTLY_SUNNY,28.57,MIDFIELDER,1996-03-15,189,86,TRUE,TRUE,FALSE,FALSE,19
Jackson Nelson,2021,Round 8,61,0,26,0,83,4,13,4,17,3,1,0,3,0,0,0,6,8,1,0,0,2,94.1,100,0,West Coast Eagles,12,Hawthorn,MCG,2021-05-09T13:10:00,20,MOSTLY_SUNNY,33.33,MIDFIELDER,1996-03-15,189,86,TRUE,TRUE,FALSE,FALSE,19
Jackson Nelson,2021,Round 9,38,0,31,0,81,0,5,8,13,2,1,0,2,0,0,0,7,8,0,1,3,6,69.2,60,0,West Coast Eagles,10,Adelaide Crows,Optus Stadium,2021-05-16T14:40:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1996-03-15,189,86,TRUE,TRUE,FALSE,FALSE,19
Jackson Nelson,2021,Round 10,38,0,28,0,80,3,7,2,9,3,1,0,3,0,0,0,4,5,0,0,0,0,100,100,0,West Coast Eagles,15,GWS Giants,GIANTS Stadium,2021-05-23T13:10:00,21,RAIN,20,MIDFIELDER,1996-03-15,189,86,TRUE,TRUE,FALSE,FALSE,19
Jackson Nelson,2021,Round 11,76,0,27,0,83,4,15,8,23,5,0,0,5,0,0,0,7,13,0,0,2,7,82.6,73.3,0,West Coast Eagles,15,Essendon,Optus Stadium,2021-05-29T17:40:00,18,MOSTLY_SUNNY,26.67,MIDFIELDER,1996-03-15,189,86,TRUE,TRUE,FALSE,FALSE,19
Jackson Nelson,2021,Round 12,69,0,28,0,83,1,11,2,13,5,4,0,5,0,0,0,5,8,1,0,2,2,76.9,72.7,0,West Coast Eagles,13,Carlton,SCG,2021-06-06T15:20:00,20,SUNNY,7.69,MIDFIELDER,1996-03-15,189,86,TRUE,TRUE,FALSE,FALSE,19
Jackson Nelson,2021,Round 13,47,0,29,0,83,0,8,3,11,4,2,0,4,0,0,0,4,9,0,1,2,1,90.9,87.5,0,West Coast Eagles,9,Richmond,Optus Stadium,2021-06-13T17:20:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1996-03-15,189,86,TRUE,TRUE,FALSE,FALSE,19
Jackson Nelson,2021,Round 15,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Coast Eagles,20,Western Bulldogs,Optus Stadium,2021-06-27T13:20:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1996-03-15,189,86,TRUE,TRUE,FALSE,FALSE,19
Jackson Nelson,2021,Round 17,41,0,22,0,72,0,6,2,8,6,1,0,6,0,0,0,3,7,0,1,1,1,75,66.7,0,West Coast Eagles,10,North Melbourne,Optus Stadium,2021-07-12T17:40:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1996-03-15,189,86,TRUE,TRUE,FALSE,FALSE,19
Jackson Nelson,2021,Round 18,6,0,26,0,7,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,100,0,0,West Coast Eagles,8,Adelaide Crows,Adelaide Oval,2021-07-18T16:10:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1996-03-15,189,86,TRUE,TRUE,FALSE,FALSE,19
Jackson Nelson,2021,Round 21,64,0,23,0,81,0,10,2,12,6,3,0,6,0,0,0,4,8,0,0,2,2,58.3,60,0,West Coast Eagles,12,Melbourne,Optus Stadium,2021-08-09T18:10:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1996-03-15,189,86,TRUE,TRUE,FALSE,FALSE,19
Jackson Nelson,2021,Round 22,49,0,25,0,81,0,7,2,9,6,3,0,6,0,0,0,2,8,0,2,2,3,88.9,85.7,0,West Coast Eagles,7,Fremantle,Optus Stadium,2021-08-15T15:10:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1996-03-15,189,86,TRUE,TRUE,FALSE,FALSE,19
Jackson Nelson,2021,Round 23,42,0,36,0,82,2,11,1,12,2,1,0,2,0,0,0,5,5,0,1,2,4,66.7,63.6,0,West Coast Eagles,11,Brisbane Lions,Gabba,2021-08-21T16:35:00,26,SUNNY,18.18,MIDFIELDER,1996-03-15,189,86,TRUE,TRUE,FALSE,FALSE,19
Jacob Hopper,2021,Round 1,88,16,28,57.14,83,0,13,14,27,1,4,0,1,1,0,0,15,12,2,2,8,5,66.7,53.8,0,GWS Giants,8,St Kilda,GIANTS Stadium,2021-03-21T15:20:00,22,RAIN,0,MIDFIELDER,1997-02-06,187,88,FALSE,TRUE,FALSE,FALSE,21
Jacob Hopper,2021,Round 2,54,12,22,54.55,83,0,6,12,18,1,3,0,1,1,0,0,8,11,0,3,4,1,88.9,83.3,0,GWS Giants,21,Fremantle,Optus Stadium,2021-03-28T15:10:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1997-02-06,187,88,FALSE,TRUE,FALSE,FALSE,21
Jacob Hopper,2021,Round 3,79,25,30,83.33,88,0,12,13,25,0,6,0,0,1,0,0,12,13,2,5,7,7,64,58.3,0,GWS Giants,12,Melbourne,Manuka Oval,2021-04-04T18:10:00,28,SUNNY,0,MIDFIELDER,1997-02-06,187,88,FALSE,TRUE,FALSE,FALSE,21
Jacob Hopper,2021,Round 4,96,15,27,55.56,75,0,9,23,32,5,2,0,5,0,0,0,19,14,3,1,4,6,59.4,55.6,0,GWS Giants,6,Collingwood,MCG,2021-04-10T19:25:00,18,RAIN,0,MIDFIELDER,1997-02-06,187,88,FALSE,TRUE,FALSE,FALSE,21
Jacob Hopper,2021,Round 5,78,20,23,86.96,84,0,10,16,26,1,3,0,1,0,0,0,11,15,1,0,0,1,73.1,60,0,GWS Giants,9,Sydney Swans,SCG,2021-04-17T16:35:00,22,RAIN,0,MIDFIELDER,1997-02-06,187,88,FALSE,TRUE,FALSE,FALSE,21
Jacob Hopper,2021,Round 6,98,21,28,75,79,0,20,6,26,2,4,0,2,1,0,0,14,14,1,1,3,8,69.2,65,0,GWS Giants,14,Western Bulldogs,Manuka Oval,2021-04-23T19:50:00,17,MOSTLY_SUNNY,0,MIDFIELDER,1997-02-06,187,88,FALSE,TRUE,FALSE,FALSE,21
