player_name,team,position,dob,height,weight,fantasy_defender_status,fantasy_midfield_status,fantasy_ruck_status,fantasy_forward_status
Dan Butler,St Kilda,MEDIUM_FORWARD,1996-06-03,182,81,FALSE,FALSE,FALSE,TRUE
Rowan Marshall,St Kilda,RUCK,1995-11-24,201,105,FALSE,FALSE,TRUE,FALSE
Dougal Howard,St Kilda,KEY_DEFENDER,1996-03-25,199,94,TRUE,FALSE,FALSE,FALSE
Ben Long,St Kilda,MEDIUM_DEFENDER,1997-08-21,183,81,TRUE,FALSE,FALSE,TRUE
Jack Sinclair,St Kilda,MEDIUM_DEFENDER,1995-02-12,181,82,TRUE,TRUE,FALSE,FALSE
Josh Battle,St Kilda,KEY_DEFENDER,1998-09-01,193,92,TRUE,FALSE,FALSE,TRUE
Tom Highmore,St Kilda,KEY_DEFENDER,1998-02-24,193,86,TRUE,FALSE,FALSE,FALSE
Jordan Ridley,Essendon,MEDIUM_DEFENDER,1998-10-20,195,93,TRUE,FALSE,FALSE,FALSE
Brandon Zerk-Thatcher,Essendon,KEY_DEFENDER,1998-08-25,195,89,TRUE,FALSE,FALSE,FALSE
Sam Draper,Essendon,RUCK,1998-09-28,205,105,FALSE,FALSE,TRUE,FALSE
Jye Caldwell,Essendon,MIDFIELDER,2000-09-28,183,83,FALSE,TRUE,FALSE,FALSE
Brayden Ham,Essendon,MEDIUM_FORWARD,1999-04-25,182,79,FALSE,TRUE,FALSE,TRUE
Kaine Baldwin,Essendon,KEY_FORWARD,2002-05-30,193,95,FALSE,FALSE,FALSE,TRUE
Harrison Jones,Essendon,KEY_FORWARD,2001-02-25,196,88,FALSE,FALSE,FALSE,TRUE
Nick Bryan,Essendon,RUCK,2001-10-22,203,101,FALSE,FALSE,TRUE,FALSE
Nic Martin,Essendon,MIDFIELDER_FORWARD,2001-04-03,192,82,FALSE,TRUE,FALSE,TRUE
Tex Wanganeen,Essendon,MEDIUM_FORWARD,2003-10-10,179,78,FALSE,FALSE,FALSE,TRUE
Zach Reid,Essendon,KEY_DEFENDER,2002-03-02,202,90,TRUE,FALSE,FALSE,FALSE
Cody Brand,Essendon,KEY_DEFENDER,2002-05-23,195,92,TRUE,FALSE,FALSE,FALSE
Alastair Lord,Essendon,MEDIUM_DEFENDER,2003-11-26,181,75,TRUE,FALSE,FALSE,FALSE
Josh Eyre,Essendon,KEY_DEFENDER,2002-10-24,198,93,TRUE,FALSE,FALSE,TRUE
Sam Durham,Essendon,MIDFIELDER_FORWARD,2001-07-09,185,84,FALSE,TRUE,FALSE,TRUE
Nik Cox,Essendon,MIDFIELDER,2002-01-15,200,94,FALSE,TRUE,FALSE,FALSE
Archie Perkins,Essendon,MEDIUM_FORWARD,2002-03-26,188,80,FALSE,FALSE,FALSE,TRUE
Ben Hobbs,Essendon,MEDIUM_FORWARD,2003-09-16,183,79,FALSE,TRUE,FALSE,FALSE
Patrick Voss,Essendon,MEDIUM_FORWARD,2003-06-29,194,93,TRUE,FALSE,FALSE,TRUE
Cian McBride,Essendon,KEY_FORWARD,2001-04-19,197,90,FALSE,FALSE,TRUE,TRUE
Tom Hird,Essendon,MIDFIELDER,2001-03-28,182,76,FALSE,TRUE,FALSE,TRUE
Michael Hurley,Essendon,KEY_DEFENDER,1990-06-01,193,94,TRUE,FALSE,FALSE,FALSE
Dyson Heppell,Essendon,MEDIUM_DEFENDER,1992-05-14,189,87,TRUE,FALSE,FALSE,FALSE
Devon Smith,Essendon,MEDIUM_FORWARD,1993-05-20,176,78,FALSE,FALSE,FALSE,TRUE
Dylan Shiel,Essendon,MIDFIELDER,1993-03-09,182,84,FALSE,TRUE,FALSE,FALSE
Jake Stringer,Essendon,MIDFIELDER_FORWARD,1994-04-25,192,90,FALSE,TRUE,FALSE,TRUE
Andrew Phillips,Essendon,RUCK,1991-07-03,201,101,FALSE,FALSE,TRUE,FALSE
Anthony McDonald-Tipungwuti,Essendon,MEDIUM_FORWARD,1993-04-22,171,78,FALSE,FALSE,FALSE,TRUE
James Stewart,Essendon,KEY_DEFENDER,1994-03-04,199,99,TRUE,FALSE,FALSE,FALSE
Tom Cutler,Essendon,MIDFIELDER,1995-02-20,192,89,TRUE,TRUE,FALSE,FALSE
Nick Hind,Essendon,MEDIUM_DEFENDER,1994-08-19,180,76,TRUE,FALSE,FALSE,FALSE
Jake Kelly,Essendon,MEDIUM_DEFENDER,1995-01-21,190,91,TRUE,FALSE,FALSE,FALSE
Jayden Laverde,Essendon,KEY_DEFENDER,1996-04-12,193,91,TRUE,FALSE,FALSE,FALSE
Peter Wright,Essendon,KEY_FORWARD,1996-09-08,203,102,FALSE,FALSE,TRUE,TRUE
Alec Waterman,Essendon,MEDIUM_FORWARD,1996-08-19,182,89,FALSE,FALSE,FALSE,TRUE
Kyle Langford,Essendon,MIDFIELDER,1996-12-01,192,88,FALSE,TRUE,FALSE,FALSE
Will Snelling,Essendon,MIDFIELDER_FORWARD,1997-08-06,175,79,FALSE,FALSE,FALSE,TRUE
Aaron Francis,Essendon,KEY_FORWARD,1997-08-10,193,92,TRUE,FALSE,FALSE,FALSE
Garrett McDonagh,Essendon,MEDIUM_DEFENDER,1996-06-19,184,82,TRUE,FALSE,FALSE,FALSE
Zach Merrett,Essendon,MIDFIELDER,1995-10-03,179,85,FALSE,TRUE,FALSE,FALSE
Darcy Parish,Essendon,MIDFIELDER,1997-07-25,180,82,FALSE,TRUE,FALSE,FALSE
Matt Guelfi,Essendon,MEDIUM_FORWARD,1997-08-14,184,84,FALSE,TRUE,FALSE,TRUE
Mason Redman,Essendon,MEDIUM_DEFENDER,1997-08-26,187,86,TRUE,FALSE,FALSE,FALSE
Andrew McGrath,Essendon,MIDFIELDER,1998-06-02,180,83,FALSE,TRUE,FALSE,FALSE
James Bell,Sydney Swans,MEDIUM_FORWARD,1999-02-10,183,87,FALSE,FALSE,FALSE,TRUE
Hayden McLean,Sydney Swans,KEY_FORWARD,1999-01-20,197,98,FALSE,FALSE,FALSE,TRUE
Will Gould,Sydney Swans,MEDIUM_DEFENDER,2001-01-14,191,97,TRUE,FALSE,FALSE,FALSE
Dylan Stephens,Sydney Swans,MIDFIELDER,2001-01-08,184,78,FALSE,TRUE,FALSE,FALSE
Ben Ronke,Sydney Swans,MEDIUM_FORWARD,1997-12-18,183,80,FALSE,FALSE,FALSE,TRUE
Nick Blakey,Sydney Swans,MEDIUM_DEFENDER,2000-02-27,195,84,TRUE,FALSE,FALSE,FALSE
James Rowbottom,Sydney Swans,MIDFIELDER,2000-09-19,186,82,FALSE,TRUE,FALSE,FALSE
Sam Wicks,Sydney Swans,MEDIUM_FORWARD,1999-09-14,180,81,FALSE,FALSE,FALSE,TRUE
Joel Amartey,Sydney Swans,RUCK,1999-09-02,197,100,FALSE,FALSE,FALSE,TRUE
Tom McCartin,Sydney Swans,KEY_DEFENDER,1999-12-30,193,97,TRUE,FALSE,FALSE,FALSE
Justin McInerney,Sydney Swans,MIDFIELDER,2000-08-18,188,84,TRUE,TRUE,FALSE,FALSE
Chad Warner,Sydney Swans,MIDFIELDER,2001-05-19,181,82,FALSE,TRUE,FALSE,FALSE
Matt Roberts,Sydney Swans,MIDFIELDER,2003-07-31,184,84,FALSE,TRUE,FALSE,FALSE
Errol Gulden,Sydney Swans,MIDFIELDER_FORWARD,2002-07-18,176,78,FALSE,TRUE,FALSE,TRUE
Braeden Campbell,Sydney Swans,MEDIUM_DEFENDER,2002-02-04,181,79,TRUE,FALSE,FALSE,FALSE
Marc Sheather,Sydney Swans,MEDIUM_FORWARD,2002-06-11,185,87,FALSE,FALSE,FALSE,TRUE
Logan McDonald,Sydney Swans,KEY_FORWARD,2002-04-04,196,92,FALSE,FALSE,FALSE,TRUE
Lachlan Rankin,Sydney Swans,MEDIUM_FORWARD,2003-02-05,184,73,TRUE,FALSE,FALSE,TRUE
Corey Warner,Sydney Swans,MIDFIELDER,2003-10-07,182,71,FALSE,TRUE,FALSE,FALSE
Barry O'Connor,Sydney Swans,MEDIUM_DEFENDER,1998-06-26,193,93,TRUE,FALSE,FALSE,FALSE
Angus Sheldrick,Sydney Swans,MEDIUM_FORWARD,2003-11-07,179,88,FALSE,TRUE,FALSE,FALSE
Lachlan McAndrew,Sydney Swans,RUCK,2000-05-26,209,101,FALSE,FALSE,TRUE,FALSE
Lance Franklin,Sydney Swans,KEY_FORWARD,1987-01-30,199,106,FALSE,FALSE,FALSE,TRUE
Josh P. Kennedy,Sydney Swans,MIDFIELDER,1988-06-20,188,95,FALSE,TRUE,FALSE,FALSE
Sam Reid,Sydney Swans,RUCK,1991-12-27,196,98,FALSE,FALSE,FALSE,TRUE
Dane Rampe,Sydney Swans,KEY_DEFENDER,1990-06-02,188,91,TRUE,FALSE,FALSE,FALSE
Luke Parker,Sydney Swans,MIDFIELDER_FORWARD,1992-10-25,183,88,FALSE,TRUE,FALSE,TRUE
Robbie Fox,Sydney Swans,KEY_DEFENDER,1993-04-16,185,84,TRUE,FALSE,FALSE,FALSE
Harry Cunningham,Sydney Swans,MEDIUM_DEFENDER,1993-12-06,181,80,TRUE,FALSE,FALSE,FALSE
Tom Hickey,Sydney Swans,RUCK,1991-03-06,202,97,FALSE,FALSE,TRUE,FALSE
Callum Sinclair,Sydney Swans,RUCK,1989-09-23,199,98,FALSE,FALSE,TRUE,TRUE
Jake Lloyd,Sydney Swans,MEDIUM_DEFENDER,1993-09-20,180,80,TRUE,FALSE,FALSE,FALSE
Lewis Taylor,Sydney Swans,MIDFIELDER_FORWARD,1995-02-17,174,81,FALSE,TRUE,FALSE,TRUE
Sam Naismith,Sydney Swans,RUCK,1992-07-16,205,110,FALSE,FALSE,TRUE,FALSE
Paddy McCartin,Sydney Swans,KEY_DEFENDER,1996-04-19,195,95,TRUE,FALSE,FALSE,TRUE
Isaac Heeney,Sydney Swans,MEDIUM_FORWARD,1996-05-05,185,87,FALSE,FALSE,FALSE,TRUE
Callum Mills,Sydney Swans,MIDFIELDER,1997-04-02,187,87,FALSE,TRUE,FALSE,FALSE
Ryan Clarke,Sydney Swans,MEDIUM_DEFENDER,1997-06-17,186,83,TRUE,TRUE,FALSE,FALSE
Lewis Melican,Sydney Swans,KEY_DEFENDER,1996-11-04,194,100,TRUE,FALSE,FALSE,FALSE
Tom Papley,Sydney Swans,MEDIUM_FORWARD,1996-07-13,177,80,FALSE,FALSE,FALSE,TRUE
Will Hayward,Sydney Swans,MEDIUM_FORWARD,1998-10-26,186,84,FALSE,FALSE,FALSE,TRUE
Peter Ladhams,Sydney Swans,RUCK,1998-01-14,202,101,FALSE,FALSE,TRUE,TRUE
Colin O'Riordan,Sydney Swans,MEDIUM_DEFENDER,1995-10-12,186,87,TRUE,FALSE,FALSE,FALSE
Oliver Florent,Sydney Swans,MIDFIELDER,1998-07-22,184,81,FALSE,TRUE,FALSE,FALSE
Lachie Schultz,Fremantle,MEDIUM_FORWARD,1997-11-30,178,84,FALSE,FALSE,FALSE,TRUE
Lloyd Meek,Fremantle,RUCK,1998-04-22,203,110,FALSE,FALSE,TRUE,FALSE
Andrew Brayshaw,Fremantle,MIDFIELDER,1999-11-08,185,86,FALSE,TRUE,FALSE,FALSE
Mitch Crowden,Fremantle,MEDIUM_FORWARD,1999-04-28,175,83,FALSE,FALSE,FALSE,TRUE
Luke Valente,Fremantle,MIDFIELDER,2000-05-08,186,85,FALSE,TRUE,FALSE,FALSE
Liam Henry,Fremantle,MIDFIELDER,2001-08-28,180,75,FALSE,FALSE,FALSE,TRUE
Jordan Clark,Fremantle,MEDIUM_DEFENDER,2000-10-16,185,84,TRUE,TRUE,FALSE,FALSE
Hayden Young,Fremantle,MEDIUM_DEFENDER,2001-04-11,189,88,TRUE,FALSE,FALSE,FALSE
Joel Western,Fremantle,MEDIUM_FORWARD,2002-10-12,175,70,FALSE,TRUE,FALSE,FALSE
Brandon Walker,Fremantle,MEDIUM_DEFENDER,2002-10-17,186,80,TRUE,FALSE,FALSE,FALSE
Caleb Serong,Fremantle,MIDFIELDER,2001-02-09,179,83,FALSE,TRUE,FALSE,FALSE
Josh Treacy,Fremantle,KEY_FORWARD,2002-08-04,195,98,FALSE,FALSE,FALSE,TRUE
Nathan O'Driscoll,Fremantle,MIDFIELDER,2002-05-17,188,82,TRUE,TRUE,FALSE,FALSE
Heath Chapman,Fremantle,MEDIUM_DEFENDER,2002-01-31,193,85,TRUE,FALSE,FALSE,FALSE
Sam Sturt,Fremantle,MEDIUM_FORWARD,2000-05-12,190,81,FALSE,FALSE,FALSE,TRUE
Matthew Johnson,Fremantle,MIDFIELDER,2003-03-16,192,78,FALSE,TRUE,FALSE,FALSE
Neil Erasmus,Fremantle,MIDFIELDER,2003-12-02,190,83,FALSE,TRUE,FALSE,FALSE
Jye Amiss,Fremantle,KEY_FORWARD,2003-07-31,196,83,FALSE,FALSE,FALSE,TRUE
Karl Worner,Fremantle,MEDIUM_DEFENDER,2002-06-16,188,79,TRUE,TRUE,FALSE,FALSE
Eric Benning,Fremantle,RUCK,2003-06-14,195,83,FALSE,FALSE,TRUE,TRUE
David Mundy,Fremantle,MIDFIELDER,1985-07-20,192,93,FALSE,TRUE,FALSE,FALSE
Travis Colyer,Fremantle,MEDIUM_FORWARD,1991-08-24,173,74,FALSE,FALSE,FALSE,TRUE
Michael Walters,Fremantle,MEDIUM_FORWARD,1991-01-07,176,79,FALSE,FALSE,FALSE,TRUE
Nat Fyfe,Fremantle,MIDFIELDER,1991-09-18,191,94,FALSE,TRUE,FALSE,FALSE
Matt Taberner,Fremantle,KEY_FORWARD,1993-06-17,198,99,FALSE,FALSE,FALSE,TRUE
Nathan Wilson,Fremantle,MEDIUM_DEFENDER,1993-01-07,185,83,TRUE,FALSE,FALSE,FALSE
James Aish,Fremantle,MIDFIELDER,1995-11-08,183,83,TRUE,TRUE,FALSE,FALSE
Joel Hamling,Fremantle,KEY_DEFENDER,1993-04-09,194,92,TRUE,FALSE,FALSE,FALSE
Blake Acres,Fremantle,MIDFIELDER,1995-10-07,189,92,FALSE,TRUE,FALSE,FALSE
Alex Pearce,Fremantle,KEY_DEFENDER,1995-06-09,201,99,TRUE,FALSE,FALSE,FALSE
Connor Blakely,Fremantle,MIDFIELDER,1996-03-02,189,89,FALSE,TRUE,FALSE,FALSE
Rory Lobb,Fremantle,KEY_FORWARD,1993-02-09,207,107,FALSE,FALSE,FALSE,TRUE
Sam Switkowski,Fremantle,MEDIUM_FORWARD,1996-11-20,179,74,FALSE,FALSE,FALSE,TRUE
Darcy Tucker,Fremantle,MIDFIELDER,1997-01-23,185,85,TRUE,TRUE,FALSE,FALSE
Ethan Hughes,Fremantle,MEDIUM_DEFENDER,1994-12-07,188,88,TRUE,FALSE,FALSE,FALSE
Brennan Cox,Fremantle,KEY_DEFENDER,1998-08-13,195,100,TRUE,FALSE,FALSE,FALSE
Griffin Logue,Fremantle,KEY_DEFENDER,1998-04-13,194,98,TRUE,FALSE,FALSE,FALSE
Will Brodie,Fremantle,MIDFIELDER,1998-08-23,190,88,FALSE,TRUE,FALSE,TRUE
Sean Darcy,Fremantle,RUCK,1998-06-12,203,110,FALSE,FALSE,TRUE,FALSE
Bailey Banfield,Fremantle,MEDIUM_FORWARD,1998-02-26,190,88,FALSE,FALSE,FALSE,TRUE
Luke Ryan,Fremantle,MEDIUM_DEFENDER,1996-02-06,186,92,TRUE,FALSE,FALSE,FALSE
Michael Frederick,Fremantle,MEDIUM_FORWARD,2000-05-17,183,79,FALSE,FALSE,FALSE,TRUE
Isaac Cumming,GWS Giants,MEDIUM_DEFENDER,1998-08-11,188,84,TRUE,FALSE,FALSE,FALSE
Brent Daniels,GWS Giants,MEDIUM_FORWARD,1999-03-09,174,76,FALSE,FALSE,FALSE,TRUE
Jarrod Brander,GWS Giants,KEY_FORWARD,1999-02-11,197,97,FALSE,TRUE,FALSE,FALSE
Jacob Wehr,GWS Giants,MEDIUM_DEFENDER,1998-07-05,184,75,TRUE,FALSE,FALSE,FALSE
Sam Taylor,GWS Giants,KEY_DEFENDER,1999-05-05,196,95,TRUE,FALSE,FALSE,FALSE
James Peatling,GWS Giants,MEDIUM_FORWARD,2000-08-21,185,78,TRUE,FALSE,FALSE,FALSE
Xavier O'Halloran,GWS Giants,MIDFIELDER,2000-07-11,186,87,FALSE,TRUE,FALSE,FALSE
Bobby Hill,GWS Giants,MEDIUM_FORWARD,2000-02-09,175,73,FALSE,FALSE,FALSE,TRUE
Jake Stein,GWS Giants,KEY_DEFENDER,1994-01-17,195,96,TRUE,FALSE,FALSE,FALSE
Connor Idun,GWS Giants,MEDIUM_DEFENDER,2000-07-29,191,91,TRUE,FALSE,FALSE,FALSE
Jake Riccardi,GWS Giants,KEY_FORWARD,1999-11-07,195,97,FALSE,TRUE,FALSE,TRUE
Kieren Briggs,GWS Giants,RUCK,1999-10-06,201,107,FALSE,FALSE,TRUE,FALSE
Leek Aleer,GWS Giants,KEY_DEFENDER,2001-08-21,195,85,TRUE,FALSE,FALSE,FALSE
Lachie Ash,GWS Giants,MIDFIELDER,2001-06-21,187,85,TRUE,TRUE,FALSE,FALSE
Tom Green,GWS Giants,MIDFIELDER,2001-01-23,192,92,FALSE,TRUE,FALSE,FALSE
Jack Buckley,GWS Giants,KEY_DEFENDER,1997-12-17,195,90,TRUE,FALSE,FALSE,FALSE
Tanner Bruhn,GWS Giants,MIDFIELDER_FORWARD,2002-05-27,183,80,FALSE,TRUE,FALSE,TRUE
Cameron Fleeton,GWS Giants,MEDIUM_DEFENDER,2002-06-17,192,86,TRUE,FALSE,FALSE,FALSE
Callum M. Brown,GWS Giants,MEDIUM_FORWARD,2000-08-15,188,92,TRUE,FALSE,FALSE,TRUE
Will Shaw,GWS Giants,MEDIUM_DEFENDER,2001-06-14,181,71,TRUE,TRUE,FALSE,FALSE
Ryan Angwin,GWS Giants,MIDFIELDER,2002-12-12,185,80,TRUE,TRUE,FALSE,FALSE
Conor Stone,GWS Giants,MIDFIELDER_FORWARD,2002-04-22,188,88,FALSE,TRUE,FALSE,TRUE
Cooper Hamilton,GWS Giants,MEDIUM_FORWARD,2003-09-24,184,85,FALSE,TRUE,FALSE,TRUE
Josh Fahey,GWS Giants,MEDIUM_DEFENDER,2003-11-11,187,76,TRUE,FALSE,FALSE,FALSE
Finn Callaghan,GWS Giants,MIDFIELDER,2003-04-26,192,86,FALSE,TRUE,FALSE,FALSE
Matt de Boer,GWS Giants,MEDIUM_FORWARD,1990-03-10,189,88,FALSE,TRUE,FALSE,TRUE
Callan Ward,GWS Giants,MIDFIELDER,1990-04-10,187,83,FALSE,TRUE,FALSE,FALSE
Phil Davis,GWS Giants,KEY_DEFENDER,1990-08-30,197,94,TRUE,FALSE,FALSE,FALSE
Lachlan Keeffe,GWS Giants,KEY_DEFENDER,1990-04-14,204,101,TRUE,FALSE,FALSE,FALSE
Daniel Lloyd,GWS Giants,MEDIUM_FORWARD,1992-02-18,187,83,FALSE,FALSE,FALSE,TRUE
Adam Kennedy,GWS Giants,MEDIUM_DEFENDER,1992-07-12,184,80,FALSE,TRUE,FALSE,FALSE
Stephen Coniglio,GWS Giants,MEDIUM_FORWARD,1993-12-15,182,84,FALSE,TRUE,FALSE,TRUE
Lachie Whitfield,GWS Giants,MEDIUM_DEFENDER,1994-07-18,185,83,TRUE,TRUE,FALSE,FALSE
Nick Haynes,GWS Giants,MEDIUM_DEFENDER,1992-05-18,193,90,TRUE,FALSE,FALSE,FALSE
Toby Greene,GWS Giants,MEDIUM_FORWARD,1993-09-25,182,84,FALSE,FALSE,FALSE,TRUE
Jesse Hogan,GWS Giants,KEY_FORWARD,1995-02-12,195,102,FALSE,FALSE,FALSE,TRUE
Josh Kelly,GWS Giants,MIDFIELDER,1995-02-12,182,83,FALSE,TRUE,FALSE,FALSE
Braydon Preuss,GWS Giants,RUCK,1995-06-16,206,113,FALSE,FALSE,TRUE,FALSE
Harry Himmelberg,GWS Giants,KEY_FORWARD,1996-05-08,195,94,FALSE,FALSE,FALSE,TRUE
Matt Flynn,GWS Giants,RUCK,1997-09-13,201,102,FALSE,FALSE,TRUE,FALSE
Jacob Hopper,GWS Giants,MIDFIELDER,1997-02-06,187,88,FALSE,TRUE,FALSE,FALSE
Tim Taranto,GWS Giants,MIDFIELDER_FORWARD,1998-01-28,188,87,FALSE,TRUE,FALSE,TRUE
Harry Perryman,GWS Giants,MEDIUM_DEFENDER,1998-12-19,186,84,TRUE,FALSE,FALSE,FALSE
Zach Sproule,GWS Giants,KEY_FORWARD,1998-05-12,198,94,FALSE,FALSE,FALSE,TRUE
Liam Baker,Richmond,MEDIUM_FORWARD,1998-01-27,173,72,TRUE,FALSE,FALSE,TRUE
Matthew Parker,Richmond,MEDIUM_FORWARD,1996-01-25,188,80,FALSE,FALSE,FALSE,TRUE
Daniel Rioli,Richmond,MEDIUM_DEFENDER,1997-04-16,179,77,TRUE,FALSE,FALSE,TRUE
Noah Balta,Richmond,KEY_FORWARD,1999-10-23,194,102,TRUE,FALSE,FALSE,TRUE
Ben Miller,Richmond,KEY_DEFENDER,1999-08-31,198,96,TRUE,FALSE,FALSE,FALSE
Sydney Stack,Richmond,MEDIUM_DEFENDER,2000-04-28,179,78,TRUE,FALSE,FALSE,FALSE
Jack Ross,Richmond,MIDFIELDER,2000-09-03,187,87,FALSE,TRUE,FALSE,FALSE
Bigoa Nyuon,Richmond,RUCK,2001-05-18,197,93,TRUE,FALSE,FALSE,FALSE
Riley Collier-Dawkins,Richmond,MIDFIELDER_FORWARD,2000-02-03,191,93,FALSE,TRUE,FALSE,FALSE
Rhyan Mansell,Richmond,MEDIUM_DEFENDER,2000-06-04,180,76,TRUE,FALSE,FALSE,FALSE
Thomson Dow,Richmond,MIDFIELDER,2001-10-16,183,79,FALSE,TRUE,FALSE,TRUE
Noah Cumberland,Richmond,MIDFIELDER_FORWARD,2001-03-15,183,80,FALSE,TRUE,FALSE,TRUE
Will Martyn,Richmond,MIDFIELDER,2001-03-29,186,83,FALSE,TRUE,FALSE,FALSE
Maurice Rioli,Richmond,MEDIUM_FORWARD,2002-09-01,179,75,FALSE,TRUE,FALSE,TRUE
Hugo Ralphsmith,Richmond,MEDIUM_DEFENDER,2001-11-09,188,83,FALSE,TRUE,FALSE,TRUE
Samson Ryan,Richmond,KEY_FORWARD,2000-12-09,206,104,FALSE,FALSE,TRUE,TRUE
Sam Banks,Richmond,MEDIUM_DEFENDER,2003-04-02,187,71,TRUE,FALSE,FALSE,FALSE
Judson Clarke,Richmond,MIDFIELDER,2003-10-17,180,72,FALSE,TRUE,FALSE,TRUE
Josh Gibcus,Richmond,KEY_DEFENDER,2003-04-04,196,87,TRUE,FALSE,FALSE,FALSE
Tom Brown,Richmond,MEDIUM_DEFENDER,2003-07-30,186,77,TRUE,FALSE,FALSE,FALSE
Tyler Sonsie,Richmond,MIDFIELDER,2003-01-27,181,73,FALSE,TRUE,FALSE,FALSE
Mate Colina,Richmond,RUCK,1999-05-20,213,111,FALSE,FALSE,TRUE,FALSE
Jack Riewoldt,Richmond,KEY_FORWARD,1988-10-31,193,92,FALSE,FALSE,FALSE,TRUE
Shane Edwards,Richmond,MIDFIELDER_FORWARD,1988-10-25,182,78,FALSE,TRUE,FALSE,TRUE
Robbie Tarrant,Richmond,KEY_DEFENDER,1989-04-25,196,96,TRUE,FALSE,FALSE,FALSE
Trent Cotchin,Richmond,MIDFIELDER,1990-04-07,185,86,FALSE,TRUE,FALSE,FALSE
Dylan Grimes,Richmond,KEY_DEFENDER,1991-07-16,194,91,TRUE,FALSE,FALSE,FALSE
Kane Lambert,Richmond,MEDIUM_FORWARD,1991-11-26,178,77,FALSE,FALSE,FALSE,TRUE
Josh Caddy,Richmond,MIDFIELDER,1992-09-28,186,87,FALSE,TRUE,FALSE,FALSE
Dion Prestia,Richmond,MIDFIELDER,1992-10-12,175,82,FALSE,TRUE,FALSE,FALSE
Dustin Martin,Richmond,MIDFIELDER,1991-06-26,187,92,FALSE,TRUE,FALSE,TRUE
Tom J. Lynch,Richmond,KEY_FORWARD,1992-10-31,199,99,FALSE,FALSE,FALSE,TRUE
Kamdyn McIntosh,Richmond,MIDFIELDER,1994-04-03,191,92,FALSE,TRUE,FALSE,FALSE
Nick Vlastuin,Richmond,MEDIUM_DEFENDER,1994-04-19,187,87,TRUE,FALSE,FALSE,FALSE
Nathan Broad,Richmond,MEDIUM_DEFENDER,1993-04-15,192,87,TRUE,FALSE,FALSE,FALSE
Toby Nankervis,Richmond,RUCK,1994-08-12,199,102,FALSE,FALSE,TRUE,FALSE
Jack Graham,Richmond,MIDFIELDER_FORWARD,1998-02-25,181,83,FALSE,TRUE,FALSE,TRUE
Jason Castagna,Richmond,MEDIUM_FORWARD,1996-07-12,182,82,FALSE,FALSE,FALSE,TRUE
Jayden Short,Richmond,MEDIUM_DEFENDER,1996-01-24,178,76,TRUE,FALSE,FALSE,FALSE
Jake Aarts,Richmond,MIDFIELDER_FORWARD,1994-12-08,177,76,FALSE,TRUE,FALSE,TRUE
Marlion Pickett,Richmond,MIDFIELDER,1992-01-06,184,81,FALSE,TRUE,FALSE,FALSE
Shai Bolton,Richmond,MIDFIELDER_FORWARD,1998-12-08,175,77,FALSE,TRUE,FALSE,TRUE
Ivan Soldo,Richmond,RUCK,1996-04-14,204,107,FALSE,FALSE,TRUE,FALSE
Bayley Fritsch,Melbourne,MEDIUM_FORWARD,1996-12-06,188,84,FALSE,FALSE,FALSE,TRUE
Charlie Spargo,Melbourne,MEDIUM_FORWARD,1999-11-25,173,76,FALSE,FALSE,FALSE,TRUE
Joel Smith,Melbourne,MEDIUM_DEFENDER,1996-02-25,191,88,TRUE,FALSE,FALSE,FALSE
Kade Chandler,Melbourne,MEDIUM_FORWARD,2000-01-13,175,80,FALSE,FALSE,FALSE,TRUE
Toby Bedford,Melbourne,MEDIUM_FORWARD,2000-05-27,179,75,FALSE,FALSE,FALSE,TRUE
Kysaiah Pickett,Melbourne,MEDIUM_FORWARD,2001-06-02,171,73,FALSE,FALSE,FALSE,TRUE
Oskar Baker,Melbourne,MIDFIELDER,1998-05-25,184,87,FALSE,TRUE,FALSE,FALSE
Harrison Petty,Melbourne,KEY_DEFENDER,1999-11-12,197,93,TRUE,FALSE,FALSE,FALSE
Deakyn Smith,Melbourne,MEDIUM_DEFENDER,2002-08-22,181,72,TRUE,FALSE,FALSE,FALSE
Trent Rivers,Melbourne,MEDIUM_DEFENDER,2001-07-30,188,91,TRUE,FALSE,FALSE,FALSE
Luke Jackson,Melbourne,RUCK,2001-09-29,199,100,FALSE,FALSE,TRUE,TRUE
Jake Bowey,Melbourne,MEDIUM_DEFENDER,2002-09-12,176,72,TRUE,FALSE,FALSE,FALSE
Bailey Laurie,Melbourne,MIDFIELDER_FORWARD,2002-03-24,179,81,FALSE,TRUE,FALSE,TRUE
Fraser Rosman,Melbourne,MIDFIELDER_FORWARD,2002-05-30,194,84,FALSE,TRUE,FALSE,FALSE
Andy Moniz-Wakefield,Melbourne,MIDFIELDER,2003-10-26,182,71,FALSE,TRUE,FALSE,FALSE
James Jordon,Melbourne,MIDFIELDER,2000-12-20,187,82,FALSE,TRUE,FALSE,FALSE
Blake Howes,Melbourne,MEDIUM_FORWARD,2003-04-07,191,79,FALSE,TRUE,FALSE,TRUE
Judd McVee,Melbourne,MIDFIELDER,2003-08-07,185,70,TRUE,TRUE,FALSE,FALSE
Jacob van Rooyen,Melbourne,KEY_FORWARD,2003-04-16,193,91,TRUE,FALSE,FALSE,TRUE
Taj Woewodin,Melbourne,MIDFIELDER,2003-03-26,182,75,FALSE,TRUE,FALSE,FALSE
Daniel Turner,Melbourne,KEY_DEFENDER,2002-01-28,194,88,TRUE,FALSE,FALSE,FALSE
